"","title","message","impressions","paid_for_by","advertiser","page","date"
"1954","Beto O'Rourke","<p>BREAKING NEWS: The Cook Political Report just moved our race from “Lean Republican” to “Toss-up.” This is HUGE news on the eve of Beto’s first debate against Ted Cruz. Can you rush a donation of $15 or more to Beto’s campaign right now?</p>",6,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-03
"1955","Be A Hero","<p>Did you see the latest attack on our campaign to pressure Senator Collins to vote no on Kavanaugh’s nomination? Ted Cruz and other right-wingers said our movement to stop Kavanaugh is illegal bribery. They think 40,000 small dollar donors, coming together, should be illegal? Donate now and help us fight back against Ted Cruz!</p>",2,"Be a Hero PAC. Not authorized by any candidate or candidate’s committee.","Be A Hero","https://www.facebook.com/BeAHeroTeam/",2018-10-03
"1956","End Citizens United","<p>WE’RE IN HEAVEN: Beto O’Rourke is ONLY down 1% in the latest poll [!!!] We are SO CLOSE to defeating Ted Cruz! BUT: Cruz’s SuperPAC is plowing Texas TV with $75O,OOO of nasty attacks -- so we need a surge of donations to take the lead.  Will you rush a donation NOW?</p>",2,"End Citizens United","End Citizens United","https://www.facebook.com/EndCitizensUnitedPAC/",2018-10-04
"1957","Progressive Turnout Project","<p>URGENT: Democrats need to CRUSH Ted Cruz this November to take back the Senate. Beto O’Rourke is TIED in the polls, so we need to make sure EVERY Democrat actually gets out to vote. BUT we’re running out of money! If we don’t get a FLOOD of donations to pay for our Democratic Voter Turnout Operation, Ted Cruz will win [NO]! </p><p> Will you rush $10 to DESTROY Ted Cruz?</p>",5,"Progressive Turnout Project","Progressive Turnout Project","https://www.facebook.com/turnoutpac/",2018-10-02
"1958","Beto O'Rourke","<p>With just weeks until the election, a pro-Cruz super PAC is unleashing $1.1 million against Beto. We need to fight back quickly and remind them what they’re up against: a grassroots team of tens of thousands of people who are fired up to elect Beto this November. Can we count on you to donate today?</p>",3,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-05
"1959","Be A Hero","<p>Ted Cruz, Bill O’Reilly, the Wall Street Journal, and other right-wing trolls are all coming after our campaign. They’re accusing our campaign - powered by more than 40,000 grassroots donors - of illegal bribery. They think that the people of Maine asking <a class=""profileLink"" data-hovercard=""https://www.facebook.com/419237048158257"" href=""https://www.facebook.com/collins4senator/"">Senator Susan Collins</a> to be a hero by voting no for Kavanaugh should be illegal. </p><p> Why are Republicans more than okay with corporate interests bankrolling their campaigns and then voting how those corporate interests paid the<span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">m to vote? But they’re upset when more than 40,000 individual donors come together and raise $1 million? It seems that Republicans are terrified that we’re using their own tactics against them.</span></p><p> Senator Cruz, Bill O’Reilly, Senator Hatch and all of their Republicans are scared but we’re not stopping our fight. We have the momentum and we refuse to be silenced. Chip in today. If Senator Collins vote YES to confirm Trump's Supreme Court Pick, Brett Kavanaugh, your donation will fund her future opponent. Help stop Kavanaugh’s confirmation by pledging $20.20 now. You will ONLY be charged if Susan Collins votes for the Supreme Court Pick.</p>",1,"Be a Hero PAC. Not authorized by any candidate or candidate’s committee.","Be A Hero","https://www.facebook.com/BeAHeroTeam/",2018-09-19
"1960","Beto O'Rourke","<p>We counted it up, and not only are we up against Cruz, his PAC and his super PAC: we’re up against ten outside groups that could spend millions in Texas to try to tip the scales in Cruz’s favor.</p><p> We don’t need billionaires or super PACs in our corner. YOU are our secret weapon. YOU are the reason we’re able to keep running our campaign the right way: powered by people, not PACs.</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-13
"1961","Beto O'Rourke","<p>National Republican donors have launched a “rescue mission for Ted Cruz.” Ten major GOP groups are now trying to defeat Beto: Club for Growth, Senate Conservatives Fund, Tea Party Patriots, Republican Jewish Coalition, Family Research Council, Koch's Americans for Prosperity, Sen. McConnell’s Leadership Fund, Senate Reform Fund, Ending Spending and the U.S. Chamber of Commerce.</p><p> Together, we’re going to take on the big money and win. Our campaign is powered by the people -- no PACs or special interests. Make a donation today, especially if it’s your first, to Beto’s campaign to help us win this historic election.</p>",13,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-13
"1962","FloridaStrong","<p>Janet Cruz has what it takes to stand up for Floridians.</p>",1,"South Florida's Future independently of any candidate.","FloridaStrong","https://www.facebook.com/FloridaStrong/",2018-09-19
"1963","Beto O'Rourke","<p>Ted Cruz may have super PACs and mega-donors in his corner, but we’re powered 100% by people like you. Even the smallest amount right right now can help us reach our goal of raising $200,000 online by June 30th &gt;&gt;&gt; Let’s finish strong.</p>",8,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1964","Beto O'Rourke","<p>Last quarter, we were able to outraise Ted Cruz because so many people want to be part of this campaign. Every dollar helps -- and we’re putting it to good use. We’re now neck-and-neck in the polls. We can win this election, but only if we close out this end-of-quarter deadline strong. Can I count on you to donate what you can right now before our official quarterly FEC fundraising deadline?</p>",6,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-27
"1965","Beto O'Rourke","<p>Look: we’re not saying Ted Cruz is the Zodiac killer. We’re just not saying that he’s *not*.</p><p> Either way, this Halloween, donate to Beto O’Rourke and help him take on Ted Cruz for U.S. Senate.</p>",27,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2017-10-31
"1966","Beto O'Rourke","<p>Beto O’Rourke out-raised Senator Ted Cruz in the second financial quarter without taking a DIME from PACs, and the latest polls show us tied neck-and-neck. </p><p> Take a moment to watch our video and meet Beto and then add your contribution to his campaign to help us beat Ted Cruz in 2018. </p><p> Every little bit helps us build our grassroots campaign to turn Texas blue and it depends on folks like you.</p>",6,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2017-09-08
"1967","Beto O'Rourke","<p>The Koch brothers are planning to dump money into Texas to stop the momentum of our people-powered campaign. Ted Cruz may rely on special interests and Super PACs, but we’re 100% powered by Americans and Texans like you pitching in what they can.<br> .<br> .<br> .<br> We have to raise $200,000 before midnight on June 30th and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",1,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-26
"1968","Beto O'Rourke","<p>Our grassroots campaign is stepping up to take on Ted Cruz in epic numbers. Together, we surpassed our fundraising goal in response to Cruz’s negative attack ads. Now, we’re building on our momentum on the ground with thousands of voter contact events. Click through to sign up for a voter contact event for Beto near you. ↓</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-17
"1969","Be A Hero","<p>Did you see the latest attack on our campaign to pressure Senator Collins to vote no on Kavanaugh’s nomination? Ted Cruz and other right-wingers said our movement to stop Kavanaugh is illegal bribery. They think 40,000 small dollar donors, coming together, should be illegal? Donate now and help us fight back against Ted Cruz!</p>",1,"Be a Hero PAC. Not authorized by any candidate or candidate’s committee.","Be A Hero","https://www.facebook.com/BeAHeroTeam/",2018-10-03
"1970","Beto O'Rourke","<p>It’s Beto vs. Cruz in the second debate of our campaign tomorrow! Pitch in right now to show Beto you’ve got his back.</p>",9,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-16
"1971","Beto O'Rourke","<p>At midnight on September 30, we face our final quarterly FEC fundraising deadline. Every dime we raise before then will be counted toward our official numbers released to the public. Ted Cruz, his super PACs and the political press will be looking at how much we raise as a sign of how strong our campaign is heading into the final weeks. That’s why it’s so crucial for us to hit our goals.</p><p> I’m asking you to donate right now, because we don’t accept any money from PACs, corporations or special interests. The only way we can win is if all of us step up to give just a little bit. Can you help us out and chip in right now before our final FEC quarterly deadline?</p>",3,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-15
"1972","Beto O'Rourke","<p>Our campaign doesn’t take a dime from PACs, corporations or special interests. We’ve raised all of our money from regular people like you, donating generously to ads like this one. And thanks to your support, we’ve been able to close the gap and we’re now just a few points behind Ted Cruz. We can win this.</p><p> We’re up against our final quarterly FEC fundraising deadline of the campaign, and we need to make a huge push. Can you donate before midnight on September 30 to help us close out this campaign with all the strength we need to win?</p>",17,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-18
"1973","Progress Texas","<p>Ted Cruz spent the last six years in office ruining — or trying to ruin — people’s lives. Let him know his time is up.</p>",2,"","Progress Texas","https://www.facebook.com/ProgressTexas/",2018-02-27
"1974","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",20,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-27
"1975","Beto O'Rourke","<p>Look at this new poll: Beto 46, Cruz 50 (MOE: +/- 4%). We have an extremely close race in Texas, and we’re seeing record turnout for early voting all across the state. Right now is the pivotal moment where we can close the gap between us and Cruz. We need to meet the final end-of-month fundraising goal of this campaign. Can you contribute now to help us get over the finish line?</p>",5,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-28
"1976","Progress Texas","<p>Ted Cruz spent the last six years in office ruining — or trying to ruin — people’s lives. Let him know his time is up.</p><p> Sign your name --&gt; <a href=""http://bit.ly/2FBUe1c"">http://bit.ly/2FBUe1c</a></p>",1,"","","https://www.facebook.com/ProgressTexas/",2018-03-29
"1977","The Bay for Beto","<p>Beto O'Rourke is in a tight race with Ted Cruz for a U.S. Senate seat. </p><p> Join us on Wednesday, October 3rd, from 5:30PM to 7:30PM for a fundraising fiesta at the Phoenix Hotel/Chambers in San Francisco. We’ll eat, drink and listen to jams from DJ JP while we support his grassroots campaign!</p><p> Tickets are donation based with a suggested minimum donation of $50 @ <a href=""http://www.betofortexas.com/BetoforSF"">www.betofortexas.com/BetoforSF</a>. Even if you cannot attend, every little bit helps and your donation makes a difference.<span class=""text_exposed_hide"">...</span></p><p> Our country deserves better.<br> Beto for Texas!</p>",1,"The Bay for Beto","The Bay for Beto","https://www.facebook.com/thebayforbeto/",2018-09-29
"1978","Beto O'Rourke","<p>Ted Cruz may have super PACs and mega-donors in his corner, but we’re powered 100% by people like you. Even the smallest amount right right now can help us reach our goal of raising $200,000 online by June 30th &gt;&gt;&gt; Let’s finish strong.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1979","Beto O'Rourke","<p>Whether or not we defeat Ted Cruz all comes down to turnout. We need to know how many voters will show up and cast ballots for Beto on Election Day. If you’re with us, can you add your information here to tell us you’re committed to vote in November?</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-29
"1980","Beto O'Rourke","<p>This election will decide the future of our health care. Ted Cruz shut down our government for 16 days trying to take health care away from millions of American families. He has repeatedly tried to roll back protections for people with pre-existing conditions.</p><p> Texas should lead the way on health care. We can expand Medicaid and make sure Texans with pre-existing conditions can get the care they need.</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-21
"1981","Beto O'Rourke","<p>Beto O’Rourke won’t take a dime from PACs or special interests in his race to unseat Ted Cruz. Every donation really does matter, and with your help, we’ll have the resources to win this race. Make a contribution to our campaign today for Texas.</p>",9,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-07-12
"1982","Beto O'Rourke","<p>Texas is the defining border state. We should be leading on immigration reform. And yet Ted Cruz was the only U.S. Senator to vote against moving forward on a conversation about reform. Senator Cruz has vowed to deport every single Dreamer. He's selling paranoia and fear instead of solutions. </p><p> We deserve better.</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-22
"1983","Empower Iowa Fund","<p><a class=""profileLink"" href=""https://www.facebook.com/tedcruzpage/"">Ted Cruz</a> called <a class=""profileLink"" href=""https://www.facebook.com/POTUS/"">President Donald J. Trump</a> a “pathological liar” but is now lying to Trump about the <a class=""_58cn"" href=""https://www.facebook.com/hashtag/rfs""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">RFS</span></span></a>.</p>",1,"","Empower Iowa Fund","https://www.facebook.com/EmpowerIowa/",2018-03-09
"1984","Beto O'Rourke","<p>The Koch brothers are planning to dump money into Texas to stop the momentum of our people-powered campaign. Ted Cruz may rely on special interests and Super PACs, but we’re 100% powered by Americans and Texans like you pitching in what they can.<br> .<br> .<br> .<br> We have to raise $200,000 before midnight on June 30th and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",1,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1985","Beto O'Rourke","<p>Trump’s new Supreme Court pick represents a major threat to our rights and liberties. But there’s still time to fight back. In order to be confirmed, Brett Kavanaugh needs 51 votes in the Senate. We know exactly how Ted Cruz will vote. So we’ve got to do everything we can to ensure he’s not in the Senate when the vote is called.</p><p> Right now, thanks to your support, we’re within single digits of Cruz -- and putting a stop to a nominee that will impact our country for decades. Rush an urgent donation to Beto’s campaign to take on Ted Cruz.</p>",2,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-07-10
"1986","Be A Hero","<p>Did you hear the latest attack on our campaign to stop Kavanaugh? Ted Cruz, Bill O’Reilly, and other right-wing trolls are accusing our campaign, powered by more than 40,000 individual donors, of illegal bribery. The same people whose campaigns are funded by corporate money, and then do what those donors tell them to, think that 40,000 people coming together and asking <a class=""profileLink"" data-hovercard=""https://www.facebook.com/419237048158257"" href=""https://www.facebook.com/collins4senator/"">Senator Susan Collins</a> to vote no for Kavanaugh should be illegal? </p><p> We’ve raised over $1 million for Senator Collins’ future opponent and we’re not stopping now. Pledge $20.20 now and join our fight to <a class=""_58cn""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">StopKavanaugh</span></span></a>. If Senator Collins vote YES to confirm Brett Kavanaugh to the Supreme Court, your donation will fund her future opponent. You will ONLY be charged if Susan Collins votes for the Supreme Court Pick.</p>",2,"Be a Hero PAC. Not authorized by any candidate or candidate’s committee.","Be A Hero","https://www.facebook.com/BeAHeroTeam/",2018-09-17
"1987","Beto O'Rourke","<p>On September 30 at midnight, we face our final quarterly FEC fundraising deadline. Every dollar we raise will go in our public report. Lots of people will be comparing how much we raise with how much Senator Ted Cruz raises. If we can raise a lot more than Ted Cruz, people will see it as a sign that we can win this race for Texas and our country.</p><p> We wouldn’t ask if it wasn’t so important. Can you donate right now before our final end-of-quarter deadline?</p>",4,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-18
"1988","Progress Texas","<p>Ted Cruz - the country's most despised US Senator - is struggling in recent polls and can be beat in November. But we need your help! Chip in a few bucks to help us kick Ted to the curb and we’ll send you a “Humans Against Ted Cruz” sticker or shirt.</p><p> Donate today &gt;&gt; <a href=""https://bit.ly/2z8kSQl"">http://bit.ly/2z8kSQl</a></p>",1,"","Progress Texas","https://www.facebook.com/ProgressTexas/",2018-07-05
"1989","Beto O'Rourke","<p>Trump’s new Supreme Court pick represents a major threat to our rights and liberties. But there’s still time to fight back. In order to be confirmed, Brett Kavanaugh needs 51 votes in the Senate. We know exactly how Ted Cruz will vote. So we’ve got to do everything we can to ensure he’s not in the Senate when the vote is called.</p><p> Right now, thanks to your support, we’re within single digits of Cruz -- and putting a stop to a nominee that will impact our country for decades. Rush an urgent donation to Beto’s campaign to take on Ted Cruz.</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-07-10
"1990","Beto O'Rourke","<p>The Koch brothers are planning to dump money into Texas to stop the momentum of our people-powered campaign. Ted Cruz may rely on special interests and Super PACs, but we’re 100% powered by Americans and Texans like you pitching in what they can.<br> .<br> .<br> .<br> We have to raise $200,000 before midnight on June 30th and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",7,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-27
"1991","Beto O'Rourke","<p>Recent polls show us just single digits behind Ted Cruz. Our grassroots movement is powered by people like you and we need your help! Chip in $5 right now to keep up our momentum.</p>",5,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-30
"1992","Beto O'Rourke","<p>BREAKING NEWS: The Cook Political Report just moved our race from “Lean Republican” to “Toss-up.” This is HUGE news on the eve of Beto’s first debate against Ted Cruz. Can you rush a donation of $15 or more to Beto’s campaign right now?</p>",4,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-03
"1993","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",4,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-30
"1994","Beto O'Rourke","<p>Ted Cruz may have super PACs and mega-donors in his corner, but we’re powered 100% by people like you. Even the smallest amount right right now can help us reach our goal of raising $200,000 online by June 30th &gt;&gt;&gt; Let’s finish strong.</p>",3,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1995","Beto O'Rourke","<p>Ted Cruz may have super PACs and mega-donors in his corner, but we’re powered 100% by people like you. Even the smallest amount right right now can help us reach our goal of raising $200,000 online by June 30th &gt;&gt;&gt; Let’s finish strong.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1996","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",4,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1997","Beto O'Rourke","<p>Ted Cruz may have super PACs and mega-donors in his corner, but we’re powered 100% by people like you. Even the smallest amount right right now can help us reach our goal of raising $200,000 online by June 30th &gt;&gt;&gt; Let’s finish strong.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"1998","Beto O'Rourke","<p>The Koch brothers are planning to dump money into Texas to stop the momentum of our people-powered campaign. Ted Cruz may rely on special interests and Super PACs, but we’re 100% powered by Americans and Texans like you pitching in what they can.<br> .<br> .<br> .<br> We have to raise $200,000 before midnight on June 30th and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",1,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-28
"1999","Beto O'Rourke","<p>The Koch brothers are planning to dump money into Texas to stop the momentum of our people-powered campaign. Ted Cruz may rely on special interests and Super PACs, but we’re 100% powered by Americans and Texans like you pitching in what they can.<br> .<br> .<br> .<br> We have to raise $200,000 before midnight on June 30th and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",4,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-28
"2000","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-28
"2001","Beto O'Rourke","<p>The Koch brothers are planning to dump money into Texas to stop the momentum of our people-powered campaign. Ted Cruz may rely on special interests and Super PACs, but we’re 100% powered by Americans and Texans like you pitching in what they can.<br> .<br> .<br> .<br> We have to raise $200,000 before midnight on June 30th and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",1,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-28
"2002","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-27
"2003","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",4,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-26
"2004","Beto O'Rourke","<p>Recent polls show us just single digits behind Ted Cruz. Our grassroots movement is powered by people like you and we need your help! Chip in $5 right now to keep up our momentum.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-26
"2005","Beto O'Rourke","<p>Recent polls show us within single digits of Ted Cruz, and we need your help to close the gap. Our campaign is powered 100% by people like you pitching in whatever they can &gt;&gt;&gt; Join the people-powered movement to get Beto into the Senate.</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-25
"2006","Beto O'Rourke","<p>We need your help to fight back against $1.1 million that a pro-Cruz super PAC just vowed to spend against us.  Thanks to folks like you, our campaign has shown the country what’s possible when you put your trust fully in people -- not PACs, corporations or special-interest groups. Chip in today to remind them what they’re up against -- tens of thousands of grassroots supporters who are fired up and not about to back down.</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-06
"2007","The Hill","<p>How are current Hispanic women leaders encouraging the next generation to pursue leadership opportunities in politics and government? On June 27, The Hill's Latina Leaders Summit will explore this topic with Latinas running for higher office. Hear from Texas state senator Sylvia Garcia, Happy Valley, Oregon mayor Lori Chavez-DeRemer and Christabel Cruz, director of the Center for American Women and Politics. RSVP below to join us.</p>",3,"","The Hill","https://www.facebook.com/TheHill/",2018-06-23
"2008","Beto O'Rourke","<p>Beto O’Rourke won’t take a dime from PACs or special interests in his race to unseat Ted Cruz. Every donation really does matter, and with your help, we’ll have the resources to win this race. Make a contribution to our campaign today for Texas.</p>",2,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-07-12
"2009","Progress Texas","<p>July 1st is Canada Day <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/faa/1/16/1f1e8_1f1e6.png""><span class=""_7oe"">🇨🇦</span></span>. In honor of Canada's worst export to America, Ted Cruz, we are doing a limited 1 WEEK sticker giveaway. Sign up now and get your sticker before July 1.</p>",2,"","Progress Texas","https://www.facebook.com/ProgressTexas/",2018-06-20
"2010","Beto O'Rourke","<p>Last quarter, we were able to outraise Ted Cruz because so many people want to be part of this campaign. Every dollar helps -- and we’re putting it to good use. We’re now neck-and-neck in the polls. We can win this election, but only if we close out this end-of-quarter deadline strong. Can I count on you to donate what you can right now before our official quarterly FEC fundraising deadline?</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-29
"2011","Beto O'Rourke","<p>With just weeks until the election, a pro-Cruz super PAC is unleashing $1.1 million against Beto. We need to fight back quickly and remind them what they’re up against: a grassroots team of tens of thousands of people who are fired up to elect Beto this November. Can we count on you to donate today?</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-06
"2012","Beto O'Rourke","<p>Ted Cruz may have super PACs and mega-donors in his corner, but we’re powered 100% by people like you. Even the smallest amount right right now can help us reach our goal of raising $200,000 online by June 30th &gt;&gt;&gt; Let’s finish strong.</p>",5,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-29
"2013","Beto O'Rourke","<p>Our campaign doesn’t take a dime from PACs, corporations or special interests. We’ve raised all of our money from regular people like you, donating generously to ads like this one. And thanks to your support, we’ve been able to close the gap and we’re now just a few points behind Ted Cruz. We can win this.</p><p> We’re up against our final quarterly FEC fundraising deadline of the campaign, and we need to make a huge push. Can you donate before midnight on September 30 to help us close out this campaign with all the strength we need to win?</p>",4,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-26
"2014","End Citizens United","<p>Ted Cruz’s campaign is SINKING! Beto O'Rourke is BARELY behind in the latest poll. If true Democrats send a wave of donations to Beto before this week’s budget deadline, we’ll totally FINISH Ted Cruz!! So stop what you're doing and send Beto $5 to DESTROY Ted Cruz:</p>",4,"","End Citizens United","https://www.facebook.com/EndCitizensUnitedPAC/",2018-06-12
"2015","Beto O'Rourke","<p>If you only showed up at work half of the time, would your boss rehire you for the same job? For years, Ted Cruz was too busy running for president to show up for Texas. He missed half of all Senate votes in 2016, but somehow found time to visit all 99 counties in Iowa. </p><p> Texas deserves a full-time senator. I’ve been to all 254 counties in Texas, and I promise to represent each and every Texas community in the U.S. Senate.</p>",6,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-22
"2016","Progress Texas","<p>Get your Humans Against Ted Cruz merch! Shirts and stickers available for donations. All proceeds from sales go to our efforts to get out the vote and defeat Ted Cruz this November.</p>",1,"","Progress Texas","https://www.facebook.com/ProgressTexas/",2018-06-01
"2017","Beto O'Rourke","<p>At midnight on September 30, we face our final quarterly FEC fundraising deadline. Every dime we raise before then will be counted toward our official numbers released to the public. Ted Cruz, his super PACs and the political press will be looking at how much we raise as a sign of how strong our campaign is heading into the final weeks. That’s why it’s so crucial for us to hit our goals.</p><p> I’m asking you to donate right now, because we don’t accept any money from PACs, corporations or special interests. The only way we can win is if all of us step up to give just a little bit. Can you help us out and chip in right now before our final FEC quarterly deadline?</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-29
"2018","Beto O'Rourke","<p>On September 30 at midnight, we face our final quarterly FEC fundraising deadline. Every dollar we raise will go in our public report. Lots of people will be comparing how much we raise with how much Senator Ted Cruz raises. If we can raise a lot more than Ted Cruz, people will see it as a sign that we can win this race for Texas and our country.</p><p> We wouldn’t ask if it wasn’t so important. Can you donate right now before our final end-of-quarter deadline?</p>",4,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-26
"2019","Beto O'Rourke","<p>Last quarter, we were able to outraise Ted Cruz because so many people want to be part of this campaign. Every dollar helps -- and we’re putting it to good use. We’re now neck-and-neck in the polls. We can win this election, but only if we close out this end-of-quarter deadline strong. Can I count on you to donate what you can right now before our official quarterly FEC fundraising deadline?</p>",4,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-29
"2020","Beto O'Rourke","<p>Thank you for your help winning the Democratic primary in our campaign to take on Ted Cruz and represent Texas in the United States Senate. We can beat Cruz in November, but we need your support. Will you join our movement so we’re ready for November’s election?</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-03-08
"2021","Beto O'Rourke","<p>Last quarter, we were able to outraise Ted Cruz because so many people want to be part of this campaign. Every dollar helps -- and we’re putting it to good use. We’re now neck-and-neck in the polls. We can win this election, but only if we close out this end-of-quarter deadline strong. Can I count on you to donate what you can right now before our official quarterly FEC fundraising deadline?</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-09-29
"2022","Beto O'Rourke","<p>Ted Cruz’s super PACs, his mega-donors and his network of political insiders bent on maintaining power are no match for a movement of people fired up for change. So can you chip in $10 right now to help us reach our end-of-month goal? </p><p> Help us keep Beto on the road to every single county in Texas, and keep our grassroots team on the ground talking to voters and building our movement.</p>",11,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-05-25
"2023","Beto O'Rourke","<p>Ted Cruz’s super PACs, his mega-donors and his network of political insiders bent on maintaining power are no match for a movement of people fired up for change. So can you chip in $10 right now to help us reach our end-of-month goal? </p><p> Help us keep Beto on the road to every single county in Texas, and keep our grassroots team on the ground talking to voters and building our movement.</p>",11,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-05-25
"2024","Beto O'Rourke","<p>The Koch brothers just announced new ads attacking Beto. Recent polls show us within single digits of Ted Cruz, so you can bet this is just the beginning of the special interests attacking our campaign. </p><p> We have to raise $100,000 before midnight on May 31, and with these new Koch ads coming after Beto, we can’t afford to fall short. Donate now &gt;&gt;</p>",2,"","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-06-01
